Unique ID,District,Date,Measure,Longitude,Latitude,Time Period,Data Value,Air Quality
013703D0,Delhi,01-09-2011,NO2 (ppb),77.1025,28.7041,Monthly,20,Good
007CB309,Delhi,01-11-2012,PM10 (µg/m³),77.1025,28.7041,Monthly,177,Very Poor
0242DE38,Kolkata,01-05-2005,PM2.5 (µg/m³),88.3639,22.5726,Monthly,65,Moderate
00DD9DB6,Chennai,01-07-2020,PM10 (µg/m³),80.2707,13.0827,Monthly,74,Moderate
00B63EC6,Mumbai,01-09-2018,NO2 (ppb),72.8777,19.076,Monthly,11,Good
01F89AE3,Bengaluru,01-07-2017,NO2 (ppb),77.5946,12.9716,Monthly,42,Moderate
01081AE9,Mumbai,01-02-2004,PM10 (µg/m³),72.8777,19.076,Monthly,140,Poor
021490AA,Mumbai,01-04-2021,NO2 (ppb),72.8777,19.076,Monthly,11,Good
01623B56,Bengaluru,01-11-2007,PM10 (µg/m³),77.5946,12.9716,Monthly,123,Poor
01F80994,Chennai,01-09-2015,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,63,Moderate
01868F16,Delhi,01-01-2008,PM10 (µg/m³),77.1025,28.7041,Monthly,75,Moderate
0195BFA0,Chennai,01-08-2020,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,38,Good
01D72106,Bengaluru,01-02-2004,PM10 (µg/m³),77.5946,12.9716,Monthly,125,Poor
00CAFAE1,Chennai,01-08-2005,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,21,Good
01156FE3,Chennai,01-09-2017,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,46,Good
00E985C7,Kolkata,01-04-2008,NO2 (ppb),88.3639,22.5726,Monthly,13,Good
01FDE8F7,Kolkata,01-10-2019,PM2.5 (µg/m³),88.3639,22.5726,Monthly,105,Poor
014DF864,Chennai,01-06-2020,NO2 (ppb),80.2707,13.0827,Monthly,7,Good
01FE1867,Delhi,01-07-2023,NO2 (ppb),77.1025,28.7041,Monthly,27,Good
0192748A,Chennai,01-04-2001,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,42,Good
01DE2D69,Delhi,01-02-2023,NO2 (ppb),77.1025,28.7041,Monthly,44,Moderate
0069FFE6,Chennai,01-08-2007,PM2.5 (µg/m³),80.2707,13.0827,Monthly,138,Poor
01B7C781,Delhi,01-05-2020,NO2 (ppb),77.1025,28.7041,Monthly,15,Good
015DCBC6,Mumbai,01-09-2009,"Ozone (O3, ppb)",72.8777,19.076,Monthly,65,Moderate
01A2A1B7,Kolkata,01-06-2006,PM2.5 (µg/m³),88.3639,22.5726,Monthly,69,Moderate
00D98D85,Bengaluru,01-03-2015,SO2 (ppb),77.5946,12.9716,Monthly,39,Moderate
01FC887E,Chennai,01-06-2008,SO2 (ppb),80.2707,13.0827,Monthly,9,Good
00F24DA4,Mumbai,01-10-2007,PM10 (µg/m³),72.8777,19.076,Monthly,131,Poor
004FD22D,Kolkata,01-01-2006,NO2 (ppb),88.3639,22.5726,Monthly,34,Moderate
02473072,Mumbai,01-03-2007,NO2 (ppb),72.8777,19.076,Monthly,31,Moderate
0262262C,Delhi,01-08-2011,NO2 (ppb),77.1025,28.7041,Monthly,8,Good
0159C3A1,Bengaluru,01-09-2022,PM2.5 (µg/m³),77.5946,12.9716,Monthly,139,Poor
01A3DC0B,Bengaluru,01-08-2007,PM10 (µg/m³),77.5946,12.9716,Monthly,157,Very Poor
00E6D4C9,Chennai,01-11-2005,SO2 (ppb),80.2707,13.0827,Monthly,17,Good
01A74EE0,Mumbai,01-08-2017,PM2.5 (µg/m³),72.8777,19.076,Monthly,196,Very Poor
024EB787,Bengaluru,01-02-2000,NO2 (ppb),77.5946,12.9716,Monthly,5,Good
018E6CCB,Kolkata,01-10-2014,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,63,Moderate
02113EA9,Kolkata,01-03-2006,SO2 (ppb),88.3639,22.5726,Monthly,47,Moderate
01EA57F0,Mumbai,01-07-2013,"Ozone (O3, ppb)",72.8777,19.076,Monthly,39,Good
0164C5F8,Delhi,01-02-2014,PM10 (µg/m³),77.1025,28.7041,Monthly,159,Very Poor
00887CD6,Mumbai,01-10-2009,NO2 (ppb),72.8777,19.076,Monthly,50,Moderate
01FD6F91,Mumbai,01-01-2010,SO2 (ppb),72.8777,19.076,Monthly,15,Good
009F6579,Chennai,01-04-2017,NO2 (ppb),80.2707,13.0827,Monthly,17,Good
007B0AEE,Bengaluru,01-12-2002,NO2 (ppb),77.5946,12.9716,Monthly,27,Good
01A48068,Bengaluru,01-04-2000,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,100,Moderate
00947EF7,Kolkata,01-06-2015,SO2 (ppb),88.3639,22.5726,Monthly,45,Moderate
021D07A8,Chennai,01-04-2004,PM10 (µg/m³),80.2707,13.0827,Monthly,58,Moderate
01FEDA58,Chennai,01-06-2018,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,74,Moderate
01261F14,Kolkata,01-04-2004,SO2 (ppb),88.3639,22.5726,Monthly,20,Good
006FBA15,Kolkata,01-05-2007,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,74,Moderate
0022D378,Chennai,01-10-2022,PM2.5 (µg/m³),80.2707,13.0827,Monthly,108,Poor
016D8C69,Bengaluru,01-10-2003,SO2 (ppb),77.5946,12.9716,Monthly,49,Moderate
01700874,Mumbai,01-01-2023,NO2 (ppb),72.8777,19.076,Monthly,8,Good
0034B997,Chennai,01-06-2006,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,20,Good
00F8EA33,Bengaluru,01-01-2009,NO2 (ppb),77.5946,12.9716,Monthly,7,Good
006B3AFA,Mumbai,01-07-2019,NO2 (ppb),72.8777,19.076,Monthly,14,Good
016DB0DB,Delhi,01-09-2004,SO2 (ppb),77.1025,28.7041,Monthly,18,Good
012CE4BD,Delhi,01-06-2003,SO2 (ppb),77.1025,28.7041,Monthly,20,Good
00FC6F1D,Kolkata,01-06-2011,PM2.5 (µg/m³),88.3639,22.5726,Monthly,54,Moderate
01226AE6,Kolkata,01-06-2022,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,84,Moderate
013942B9,Bengaluru,01-12-2013,NO2 (ppb),77.5946,12.9716,Monthly,32,Moderate
024D5C8D,Delhi,01-06-2016,NO2 (ppb),77.1025,28.7041,Monthly,46,Moderate
00ED3719,Delhi,01-02-2003,PM2.5 (µg/m³),77.1025,28.7041,Monthly,112,Poor
00DB80B4,Delhi,01-07-2012,PM2.5 (µg/m³),77.1025,28.7041,Monthly,56,Moderate
01D91BB1,Bengaluru,01-03-2016,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,63,Moderate
0005C652,Delhi,01-11-2017,PM10 (µg/m³),77.1025,28.7041,Monthly,116,Poor
0118E675,Kolkata,01-03-2018,PM2.5 (µg/m³),88.3639,22.5726,Monthly,98,Moderate
01DA057C,Chennai,01-12-2006,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,46,Good
01A8489B,Bengaluru,01-03-2020,PM10 (µg/m³),77.5946,12.9716,Monthly,63,Moderate
012D9833,Mumbai,01-04-2013,"Ozone (O3, ppb)",72.8777,19.076,Monthly,58,Good
023824D3,Chennai,01-04-2010,PM10 (µg/m³),80.2707,13.0827,Monthly,54,Moderate
016CD1CB,Chennai,01-03-2022,NO2 (ppb),80.2707,13.0827,Monthly,15,Good
0208F1EC,Chennai,01-07-2010,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,26,Good
0129018C,Chennai,01-02-2005,SO2 (ppb),80.2707,13.0827,Monthly,46,Moderate
012E6F9A,Chennai,01-11-2011,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,81,Moderate
027C8051,Bengaluru,01-06-2005,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,94,Moderate
01043C3F,Mumbai,01-09-2010,"Ozone (O3, ppb)",72.8777,19.076,Monthly,40,Good
0029FF61,Bengaluru,01-11-2017,NO2 (ppb),77.5946,12.9716,Monthly,16,Good
01DE2E4D,Mumbai,01-10-2012,NO2 (ppb),72.8777,19.076,Monthly,50,Moderate
01B8A5C6,Bengaluru,01-09-2021,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,70,Moderate
00807EDB,Mumbai,01-06-2000,PM10 (µg/m³),72.8777,19.076,Monthly,61,Moderate
011CC6B7,Bengaluru,01-10-2021,NO2 (ppb),77.5946,12.9716,Monthly,49,Moderate
01A8DB5F,Bengaluru,01-01-2013,SO2 (ppb),77.5946,12.9716,Monthly,15,Good
0014083D,Kolkata,01-12-2008,PM10 (µg/m³),88.3639,22.5726,Monthly,190,Very Poor
00E927E3,Mumbai,01-09-2007,"Ozone (O3, ppb)",72.8777,19.076,Monthly,68,Moderate
01E5DE7A,Delhi,01-01-2005,PM10 (µg/m³),77.1025,28.7041,Monthly,175,Very Poor
025D4E21,Delhi,01-11-2002,NO2 (ppb),77.1025,28.7041,Monthly,44,Moderate
016E274B,Chennai,01-11-2017,PM2.5 (µg/m³),80.2707,13.0827,Monthly,155,Very Poor
0273F35F,Chennai,01-05-2012,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,68,Moderate
00EE3672,Kolkata,01-09-2008,SO2 (ppb),88.3639,22.5726,Monthly,28,Good
01522945,Bengaluru,01-02-2021,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,75,Moderate
017F7AD2,Mumbai,01-03-2002,PM10 (µg/m³),72.8777,19.076,Monthly,125,Poor
028DB882,Mumbai,01-02-2018,SO2 (ppb),72.8777,19.076,Monthly,31,Moderate
00C6DD10,Kolkata,01-12-2007,SO2 (ppb),88.3639,22.5726,Monthly,22,Good
000D59FA,Chennai,01-03-2009,PM10 (µg/m³),80.2707,13.0827,Monthly,196,Very Poor
01E58827,Chennai,01-09-2007,PM2.5 (µg/m³),80.2707,13.0827,Monthly,87,Moderate
001228F5,Chennai,01-03-2001,SO2 (ppb),80.2707,13.0827,Monthly,42,Moderate
023A7462,Chennai,01-06-2000,NO2 (ppb),80.2707,13.0827,Monthly,9,Good
010744E3,Bengaluru,01-11-2019,PM2.5 (µg/m³),77.5946,12.9716,Monthly,80,Moderate
00CA0EB1,Chennai,01-08-2013,NO2 (ppb),80.2707,13.0827,Monthly,29,Good
01B29702,Delhi,01-04-2002,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,86,Moderate
02604F26,Bengaluru,01-08-2006,SO2 (ppb),77.5946,12.9716,Monthly,9,Good
016DA089,Delhi,01-06-2013,PM10 (µg/m³),77.1025,28.7041,Monthly,160,Very Poor
01C0B99E,Chennai,01-02-2018,PM2.5 (µg/m³),80.2707,13.0827,Monthly,122,Poor
00563CB7,Bengaluru,01-02-2005,SO2 (ppb),77.5946,12.9716,Monthly,29,Good
02250BB3,Delhi,01-07-2002,PM2.5 (µg/m³),77.1025,28.7041,Monthly,169,Very Poor
022BC51B,Delhi,01-09-2017,SO2 (ppb),77.1025,28.7041,Monthly,44,Moderate
00C54DB4,Mumbai,01-11-2013,"Ozone (O3, ppb)",72.8777,19.076,Monthly,85,Moderate
0265E653,Bengaluru,01-09-2023,PM2.5 (µg/m³),77.5946,12.9716,Monthly,83,Moderate
026D6B78,Delhi,01-02-2012,NO2 (ppb),77.1025,28.7041,Monthly,18,Good
01EE2941,Mumbai,01-10-2010,NO2 (ppb),72.8777,19.076,Monthly,6,Good
0154FC45,Chennai,01-12-2017,PM10 (µg/m³),80.2707,13.0827,Monthly,199,Very Poor
01F0D6FF,Mumbai,01-09-2021,PM2.5 (µg/m³),72.8777,19.076,Monthly,69,Moderate
011C44FE,Chennai,01-09-2018,PM2.5 (µg/m³),80.2707,13.0827,Monthly,111,Poor
00ABC321,Delhi,01-12-2007,PM10 (µg/m³),77.1025,28.7041,Monthly,117,Poor
02607A24,Delhi,01-03-2005,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,88,Moderate
015E7B60,Chennai,01-07-2004,SO2 (ppb),80.2707,13.0827,Monthly,19,Good
00C5654F,Kolkata,01-05-2010,NO2 (ppb),88.3639,22.5726,Monthly,32,Moderate
00A058EF,Bengaluru,01-12-2006,PM2.5 (µg/m³),77.5946,12.9716,Monthly,189,Very Poor
0289A6A7,Delhi,01-05-2018,PM10 (µg/m³),77.1025,28.7041,Monthly,190,Very Poor
0071062E,Mumbai,01-08-2014,SO2 (ppb),72.8777,19.076,Monthly,24,Good
0130D627,Chennai,01-06-2012,NO2 (ppb),80.2707,13.0827,Monthly,19,Good
00C0323D,Delhi,01-10-2021,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,30,Good
00892A2A,Mumbai,01-10-2023,PM2.5 (µg/m³),72.8777,19.076,Monthly,123,Poor
01BEC9A7,Delhi,01-10-2007,NO2 (ppb),77.1025,28.7041,Monthly,10,Good
018F1146,Delhi,01-12-2016,PM10 (µg/m³),77.1025,28.7041,Monthly,54,Moderate
021A71ED,Mumbai,01-08-2020,NO2 (ppb),72.8777,19.076,Monthly,47,Moderate
019A73F8,Chennai,01-06-2016,PM10 (µg/m³),80.2707,13.0827,Monthly,174,Very Poor
00348791,Chennai,01-02-2020,PM2.5 (µg/m³),80.2707,13.0827,Monthly,114,Poor
005FA59E,Bengaluru,01-11-2013,SO2 (ppb),77.5946,12.9716,Monthly,48,Moderate
0235DABB,Kolkata,01-04-2018,PM10 (µg/m³),88.3639,22.5726,Monthly,115,Poor
004D5E30,Delhi,01-02-2004,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,31,Good
02306DD3,Bengaluru,01-12-2016,NO2 (ppb),77.5946,12.9716,Monthly,44,Moderate
028B8DA0,Bengaluru,01-05-2015,SO2 (ppb),77.5946,12.9716,Monthly,38,Moderate
008F47AE,Chennai,01-02-2023,PM2.5 (µg/m³),80.2707,13.0827,Monthly,114,Poor
00E3C2D0,Mumbai,01-03-2021,PM10 (µg/m³),72.8777,19.076,Monthly,141,Poor
01CFDF2B,Delhi,01-01-2010,PM10 (µg/m³),77.1025,28.7041,Monthly,97,Moderate
02780EC7,Delhi,01-01-2016,PM10 (µg/m³),77.1025,28.7041,Monthly,172,Very Poor
00B7F57C,Delhi,01-02-2020,PM2.5 (µg/m³),77.1025,28.7041,Monthly,174,Very Poor
01E1C6BD,Bengaluru,01-05-2012,PM10 (µg/m³),77.5946,12.9716,Monthly,130,Poor
008225B5,Mumbai,01-08-2021,NO2 (ppb),72.8777,19.076,Monthly,20,Good
014D2859,Delhi,01-04-2005,NO2 (ppb),77.1025,28.7041,Monthly,41,Moderate
008C84F9,Chennai,01-07-2017,PM2.5 (µg/m³),80.2707,13.0827,Monthly,68,Moderate
01C610CB,Mumbai,01-02-2021,PM2.5 (µg/m³),72.8777,19.076,Monthly,173,Very Poor
0015DF08,Mumbai,01-01-2001,PM2.5 (µg/m³),72.8777,19.076,Monthly,172,Very Poor
0142E428,Delhi,01-11-2014,PM2.5 (µg/m³),77.1025,28.7041,Monthly,157,Very Poor
00641737,Kolkata,01-07-2021,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,73,Moderate
010D1342,Delhi,01-09-2009,PM10 (µg/m³),77.1025,28.7041,Monthly,143,Poor
01CB44FC,Delhi,01-04-2011,PM10 (µg/m³),77.1025,28.7041,Monthly,172,Very Poor
0151BFFB,Bengaluru,01-06-2020,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,68,Moderate
0141D3B8,Delhi,01-02-2022,SO2 (ppb),77.1025,28.7041,Monthly,19,Good
00CEB476,Bengaluru,01-11-2004,PM10 (µg/m³),77.5946,12.9716,Monthly,115,Poor
028E99B0,Kolkata,01-02-2005,PM10 (µg/m³),88.3639,22.5726,Monthly,78,Moderate
01451C67,Mumbai,01-03-2013,PM2.5 (µg/m³),72.8777,19.076,Monthly,82,Moderate
00A3E7AB,Bengaluru,01-07-2004,SO2 (ppb),77.5946,12.9716,Monthly,48,Moderate
00F22779,Bengaluru,01-10-2011,PM10 (µg/m³),77.5946,12.9716,Monthly,93,Moderate
01E94B67,Delhi,01-05-2022,PM2.5 (µg/m³),77.1025,28.7041,Monthly,193,Very Poor
01E4D9A8,Bengaluru,01-04-2009,PM2.5 (µg/m³),77.5946,12.9716,Monthly,69,Moderate
0139524B,Kolkata,01-06-2010,PM2.5 (µg/m³),88.3639,22.5726,Monthly,131,Poor
00038D55,Chennai,01-06-2015,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,46,Good
001FBE34,Kolkata,01-02-2023,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,67,Moderate
026013C5,Delhi,01-11-2000,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,85,Moderate
0102059F,Mumbai,01-12-2000,NO2 (ppb),72.8777,19.076,Monthly,27,Good
0229B425,Kolkata,01-07-2020,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,27,Good
027B89B8,Delhi,01-04-2013,NO2 (ppb),77.1025,28.7041,Monthly,23,Good
016BABC5,Chennai,01-02-2014,PM2.5 (µg/m³),80.2707,13.0827,Monthly,89,Moderate
00A0862E,Delhi,01-08-2005,SO2 (ppb),77.1025,28.7041,Monthly,7,Good
01D4B9BC,Delhi,01-07-2017,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,64,Moderate
021F75FD,Mumbai,01-05-2005,PM10 (µg/m³),72.8777,19.076,Monthly,193,Very Poor
00F2BC7C,Delhi,01-01-2023,NO2 (ppb),77.1025,28.7041,Monthly,45,Moderate
006F0B25,Bengaluru,01-11-2016,PM2.5 (µg/m³),77.5946,12.9716,Monthly,169,Very Poor
01DD27F7,Delhi,01-02-2019,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,62,Moderate
00C916C3,Bengaluru,01-06-2007,SO2 (ppb),77.5946,12.9716,Monthly,24,Good
00852F0D,Delhi,01-05-2008,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,67,Moderate
027CE739,Mumbai,01-08-2016,PM2.5 (µg/m³),72.8777,19.076,Monthly,99,Moderate
0116F463,Chennai,01-07-2007,NO2 (ppb),80.2707,13.0827,Monthly,48,Moderate
021FC300,Kolkata,01-09-2006,SO2 (ppb),88.3639,22.5726,Monthly,26,Good
013D9CBA,Bengaluru,01-01-2000,NO2 (ppb),77.5946,12.9716,Monthly,16,Good
024D939F,Mumbai,01-04-2002,PM10 (µg/m³),72.8777,19.076,Monthly,190,Very Poor
00B801C0,Mumbai,01-10-2008,SO2 (ppb),72.8777,19.076,Monthly,48,Moderate
00EFA7CD,Kolkata,01-05-2000,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,47,Good
027F590B,Chennai,01-06-2013,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,34,Good
00A9C0EC,Mumbai,01-01-2009,"Ozone (O3, ppb)",72.8777,19.076,Monthly,53,Good
01600EE4,Delhi,01-09-2020,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,74,Moderate
00AAD808,Kolkata,01-03-2004,NO2 (ppb),88.3639,22.5726,Monthly,37,Moderate
01F9845F,Delhi,01-04-2022,PM10 (µg/m³),77.1025,28.7041,Monthly,128,Poor
01B2DE42,Bengaluru,01-05-2019,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,72,Moderate
01FAA99C,Kolkata,01-11-2009,SO2 (ppb),88.3639,22.5726,Monthly,22,Good
006F1D3E,Delhi,01-06-2008,SO2 (ppb),77.1025,28.7041,Monthly,19,Good
01BD18F6,Delhi,01-11-2015,NO2 (ppb),77.1025,28.7041,Monthly,13,Good
0105ED93,Bengaluru,01-01-2011,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,61,Moderate
009AE227,Chennai,01-08-2017,NO2 (ppb),80.2707,13.0827,Monthly,25,Good
014E4A66,Bengaluru,01-09-2005,PM2.5 (µg/m³),77.5946,12.9716,Monthly,169,Very Poor
018B0A09,Delhi,01-01-2004,PM10 (µg/m³),77.1025,28.7041,Monthly,161,Very Poor
02652EF8,Bengaluru,01-02-2015,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,37,Good
005CC050,Bengaluru,01-12-2011,SO2 (ppb),77.5946,12.9716,Monthly,14,Good
007F8C6A,Kolkata,01-04-2014,PM2.5 (µg/m³),88.3639,22.5726,Monthly,165,Very Poor
00FE9D15,Chennai,01-01-2003,PM2.5 (µg/m³),80.2707,13.0827,Monthly,150,Poor
00B003EC,Mumbai,01-12-2015,PM2.5 (µg/m³),72.8777,19.076,Monthly,95,Moderate
00EBB8FF,Delhi,01-02-2016,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,37,Good
00026758,Kolkata,01-02-2002,NO2 (ppb),88.3639,22.5726,Monthly,28,Good
012FDBC1,Chennai,01-11-2008,PM10 (µg/m³),80.2707,13.0827,Monthly,142,Poor
025B7435,Mumbai,01-03-2008,PM2.5 (µg/m³),72.8777,19.076,Monthly,108,Poor
011C46D9,Delhi,01-08-2006,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,72,Moderate
0146BC4E,Chennai,01-03-2013,NO2 (ppb),80.2707,13.0827,Monthly,38,Moderate
02733774,Chennai,01-01-2011,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,100,Moderate
000928B1,Mumbai,01-06-2016,NO2 (ppb),72.8777,19.076,Monthly,44,Moderate
009D7D3F,Delhi,01-04-2012,PM2.5 (µg/m³),77.1025,28.7041,Monthly,62,Moderate
00A47B6A,Delhi,01-10-2006,SO2 (ppb),77.1025,28.7041,Monthly,23,Good
0116B26C,Chennai,01-01-2021,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,39,Good
01CF70AD,Bengaluru,01-08-2013,NO2 (ppb),77.5946,12.9716,Monthly,41,Moderate
010EA7FE,Mumbai,01-12-2023,"Ozone (O3, ppb)",72.8777,19.076,Monthly,48,Good
0287C4FC,Delhi,01-08-2016,SO2 (ppb),77.1025,28.7041,Monthly,12,Good
0204F704,Chennai,01-12-2011,NO2 (ppb),80.2707,13.0827,Monthly,31,Moderate
0040664F,Chennai,01-05-2017,PM10 (µg/m³),80.2707,13.0827,Monthly,200,Very Poor
01668393,Mumbai,01-07-2011,SO2 (ppb),72.8777,19.076,Monthly,8,Good
018BF636,Kolkata,01-02-2015,PM2.5 (µg/m³),88.3639,22.5726,Monthly,68,Moderate
02393342,Chennai,01-05-2010,NO2 (ppb),80.2707,13.0827,Monthly,23,Good
00C39D12,Mumbai,01-02-2007,PM10 (µg/m³),72.8777,19.076,Monthly,195,Very Poor
00387B3A,Bengaluru,01-11-2008,PM2.5 (µg/m³),77.5946,12.9716,Monthly,107,Poor
01895739,Chennai,01-07-2005,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,50,Good
024D8E93,Bengaluru,01-08-2000,PM2.5 (µg/m³),77.5946,12.9716,Monthly,129,Poor
004FE3ED,Mumbai,01-07-2021,PM2.5 (µg/m³),72.8777,19.076,Monthly,156,Very Poor
016CEFFA,Chennai,01-01-2008,PM10 (µg/m³),80.2707,13.0827,Monthly,197,Very Poor
014EA5CB,Mumbai,01-01-2015,NO2 (ppb),72.8777,19.076,Monthly,46,Moderate
00E719F8,Mumbai,01-06-2022,NO2 (ppb),72.8777,19.076,Monthly,17,Good
01DD0DCE,Delhi,01-01-2017,SO2 (ppb),77.1025,28.7041,Monthly,30,Good
00AD8E65,Kolkata,01-10-2020,SO2 (ppb),88.3639,22.5726,Monthly,13,Good
014ACFA4,Chennai,01-10-2005,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,82,Moderate
01EF964B,Kolkata,01-03-2008,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,73,Moderate
01094AA0,Mumbai,01-10-2006,NO2 (ppb),72.8777,19.076,Monthly,13,Good
0187AD60,Delhi,01-08-2010,NO2 (ppb),77.1025,28.7041,Monthly,43,Moderate
0227C766,Kolkata,01-05-2023,NO2 (ppb),88.3639,22.5726,Monthly,18,Good
005B2068,Bengaluru,01-10-2001,NO2 (ppb),77.5946,12.9716,Monthly,8,Good
01A9173A,Kolkata,01-09-2001,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,33,Good
024B3CBB,Mumbai,01-03-2009,PM10 (µg/m³),72.8777,19.076,Monthly,140,Poor
0132AAE8,Chennai,01-05-2018,PM2.5 (µg/m³),80.2707,13.0827,Monthly,163,Very Poor
028B271F,Mumbai,01-05-2018,SO2 (ppb),72.8777,19.076,Monthly,11,Good
0095B29F,Chennai,01-10-2020,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,20,Good
0097A58C,Mumbai,01-07-2005,NO2 (ppb),72.8777,19.076,Monthly,5,Good
01F5F8D4,Delhi,01-03-2015,PM2.5 (µg/m³),77.1025,28.7041,Monthly,95,Moderate
00F7B862,Bengaluru,01-10-2019,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,77,Moderate
012FDD99,Chennai,01-10-2013,PM10 (µg/m³),80.2707,13.0827,Monthly,196,Very Poor
00A89740,Chennai,01-05-2003,PM10 (µg/m³),80.2707,13.0827,Monthly,65,Moderate
0271D059,Chennai,01-03-2000,PM10 (µg/m³),80.2707,13.0827,Monthly,138,Poor
01706756,Kolkata,01-03-2011,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,90,Moderate
01443E6C,Delhi,01-11-2016,PM2.5 (µg/m³),77.1025,28.7041,Monthly,198,Very Poor
0000B752,Bengaluru,01-05-2008,NO2 (ppb),77.5946,12.9716,Monthly,46,Moderate
00E1BE4F,Kolkata,01-11-2019,PM10 (µg/m³),88.3639,22.5726,Monthly,142,Poor
0027E99F,Mumbai,01-03-2012,NO2 (ppb),72.8777,19.076,Monthly,49,Moderate
025DE510,Kolkata,01-03-2001,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,24,Good
024A7C85,Mumbai,01-05-2006,"Ozone (O3, ppb)",72.8777,19.076,Monthly,68,Moderate
00E83503,Bengaluru,01-06-2012,PM10 (µg/m³),77.5946,12.9716,Monthly,166,Very Poor
01AC80FC,Chennai,01-10-2007,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,89,Moderate
008234C5,Kolkata,01-08-2022,NO2 (ppb),88.3639,22.5726,Monthly,40,Moderate
009D21DB,Kolkata,01-08-2010,NO2 (ppb),88.3639,22.5726,Monthly,49,Moderate
019A7431,Delhi,01-03-2020,SO2 (ppb),77.1025,28.7041,Monthly,8,Good
02096CEA,Kolkata,01-01-2021,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,46,Good
015F1D1E,Bengaluru,01-12-2005,NO2 (ppb),77.5946,12.9716,Monthly,25,Good
0242AE17,Kolkata,01-05-2021,NO2 (ppb),88.3639,22.5726,Monthly,15,Good
0220EE96,Bengaluru,01-10-2004,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,71,Moderate
01218440,Mumbai,01-09-2011,PM2.5 (µg/m³),72.8777,19.076,Monthly,142,Poor
02175B15,Delhi,01-02-2000,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,82,Moderate
00DD583D,Mumbai,01-08-2005,"Ozone (O3, ppb)",72.8777,19.076,Monthly,77,Moderate
003A059A,Delhi,01-08-2001,PM10 (µg/m³),77.1025,28.7041,Monthly,135,Poor
02702111,Delhi,01-12-2013,SO2 (ppb),77.1025,28.7041,Monthly,31,Moderate
00DFE831,Mumbai,01-04-2018,"Ozone (O3, ppb)",72.8777,19.076,Monthly,46,Good
0237AF9C,Bengaluru,01-10-2009,SO2 (ppb),77.5946,12.9716,Monthly,30,Good
01D3F086,Delhi,01-07-2006,SO2 (ppb),77.1025,28.7041,Monthly,19,Good
01813168,Bengaluru,01-11-2020,PM10 (µg/m³),77.5946,12.9716,Monthly,190,Very Poor
017CFC24,Kolkata,01-10-2007,SO2 (ppb),88.3639,22.5726,Monthly,32,Moderate
01A45A5E,Delhi,01-05-2013,PM2.5 (µg/m³),77.1025,28.7041,Monthly,120,Poor
